Left Belt Velocity Profile:
0.0,0.25,0.5,0.75,1.0,1.0
Right Belt Velocity Profile:
0.0,0.25,0.5,0.75,1.0,1.0
Incline Angle
0
FrameNumber,Rfz,Lfz,RHS,LHS,RTO,LTO,Pause,RBSsent,LBSsent,RBSread,LBSread,incang_read
41031,0.0,0.0,0,0,0,0,0,0,0,0,0,0
41032,0.0,0.0,0,0,0,0,0,nan,nan,0,0,0
41033,0.0,0.0,0,0,0,0,0,nan,nan,0,0,0
41034,0.0,0.0,0,0,0,0,0,nan,nan,0,0,0
41035,0.0,0.0,0,0,0,0,0,nan,nan,0,0,0
41036,0.0,0.0,0,0,0,0,0,nan,nan,0,0,0
41037,0.0,0.0,0,0,0,0,0,nan,nan,0,0,0
41038,0.0,0.0,0,0,0,0,0,nan,nan,0,0,0
41039,0.0,0.0,0,0,0,0,0,nan,nan,0,0,0
41040,0.0,0.0,0,0,0,0,0,nan,nan,0,0,0
41041,0.0,0.0,0,0,0,0,0,nan,nan,0,0,0
41042,0.0,0.0,0,0,0,0,0,nan,nan,0,0,0
41043,0.0,0.0,0,0,0,0,0,nan,nan,0,0,0
41044,0.0,0.0,0,0,0,0,0,nan,nan,0,0,0
41045,0.0,0.0,0,0,0,0,0,nan,nan,0,0,0
41046,0.0,0.0,0,0,0,0,0,nan,nan,0,0,0
41047,0.0,0.0,0,0,0,0,0,nan,nan,0,0,0
41048,0.0,0.0,0,0,0,0,0,nan,nan,0,0,0
41049,0.0,0.0,0,0,0,0,0,nan,nan,0,0,0
41050,0.0,0.0,0,0,0,0,0,nan,nan,nan,nan,nan
41051,0.0,0.0,0,0,0,0,0,nan,nan,nan,nan,nan
41052,0.0,0.0,0,0,0,0,0,nan,nan,nan,nan,nan
41053,0.0,0.0,0,0,0,0,0,nan,nan,nan,nan,nan
41054,0.0,0.0,0,0,0,0,0,nan,nan,nan,nan,nan
41055,0.0,0.0,0,0,0,0,0,nan,nan,nan,nan,nan
41056,0.0,0.0,0,0,0,0,0,nan,nan,nan,nan,nan
41057,0.0,0.0,0,0,0,0,0,nan,nan,nan,nan,nan
41058,0.0,0.0,0,0,0,0,0,nan,nan,nan,nan,nan
41059,0.0,0.0,0,0,0,0,0,nan,nan,nan,nan,nan
41060,0.0,0.0,0,0,0,0,0,nan,nan,nan,nan,nan
41061,0.0,0.0,0,0,0,0,0,nan,nan,nan,nan,nan
41062,0.0,0.0,0,0,0,0,0,nan,nan,nan,nan,nan
41063,0.0,0.0,0,0,0,0,0,nan,nan,nan,nan,nan
41064,0.0,0.0,0,0,0,0,0,nan,nan,nan,nan,nan
41065,0.0,0.0,0,0,0,0,0,nan,nan,nan,nan,nan
41066,0.0,0.0,0,0,0,0,0,nan,nan,nan,nan,nan
41067,0.0,0.0,0,0,0,0,0,nan,nan,nan,nan,nan
41068,0.0,0.0,0,0,0,0,0,nan,nan,nan,nan,nan
41069,0.0,0.0,0,0,0,0,0,nan,nan,nan,nan,nan
41070,0.0,0.0,0,0,0,0,0,nan,nan,nan,nan,nan
41071,0.0,0.0,0,0,0,0,0,nan,nan,nan,nan,nan
41072,0.0,0.0,0,0,0,0,0,nan,nan,nan,nan,nan
41073,0.0,0.0,0,0,0,0,0,nan,nan,nan,nan,nan
41074,0.0,0.0,0,0,0,0,0,nan,nan,nan,nan,nan
41075,0.0,0.0,0,0,0,0,0,nan,nan,nan,nan,nan
41076,0.0,0.0,0,0,0,0,0,nan,nan,nan,nan,nan
41077,0.0,0.0,0,0,0,0,0,nan,nan,nan,nan,nan
41078,0.0,0.0,0,0,0,0,0,nan,nan,nan,nan,nan
41079,0.0,0.0,0,0,0,0,0,nan,nan,nan,nan,nan
41080,0.0,0.0,0,0,0,0,0,nan,nan,nan,nan,nan
41081,0.0,0.0,0,0,0,0,0,nan,nan,nan,nan,nan
41082,0.0,0.0,0,0,0,0,0,nan,nan,nan,nan,nan
41083,0.0,0.0,0,0,0,0,0,nan,nan,nan,nan,nan
41084,0.0,0.0,0,0,0,0,0,nan,nan,nan,nan,nan
41085,0.0,0.0,0,0,0,0,0,nan,nan,nan,nan,nan
41086,0.0,0.0,0,0,0,0,0,nan,nan,nan,nan,nan
41087,0.0,0.0,0,0,0,0,0,nan,nan,nan,nan,nan
41088,0.0,0.0,0,0,0,0,0,nan,nan,nan,nan,nan
41089,0.0,0.0,0,0,0,0,0,nan,nan,nan,nan,nan
41090,0.0,0.0,0,0,0,0,0,nan,nan,nan,nan,nan
41091,0.0,0.0,0,0,0,0,0,nan,nan,nan,nan,nan
41092,0.0,0.0,0,0,0,0,0,nan,nan,nan,nan,nan
41093,0.0,0.0,0,0,0,0,0,nan,nan,nan,nan,nan
41094,0.0,0.0,0,0,0,0,0,nan,nan,nan,nan,nan
41095,0.0,0.0,0,0,0,0,0,nan,nan,nan,nan,nan
41096,0.0,0.0,0,0,0,0,0,nan,nan,nan,nan,nan
41097,0.0,0.0,0,0,0,0,0,nan,nan,nan,nan,nan
41098,0.0,0.0,0,0,0,0,0,nan,nan,nan,nan,nan
41099,0.0,0.0,0,0,0,0,0,nan,nan,nan,nan,nan
41100,0.0,0.0,0,0,0,0,0,nan,nan,nan,nan,nan
41101,0.0,0.0,0,0,0,0,0,nan,nan,nan,nan,nan
41102,0.0,0.0,0,0,0,0,0,nan,nan,nan,nan,nan
41103,0.0,0.0,0,0,0,0,0,nan,nan,nan,nan,nan
41104,0.0,0.0,0,0,0,0,0,nan,nan,nan,nan,nan
41105,0.0,0.0,0,0,0,0,0,nan,nan,0,0,0
41106,0.0,0.0,0,0,0,0,0,nan,nan,nan,nan,nan
41107,0.0,0.0,0,0,0,0,0,nan,nan,nan,nan,nan
41108,0.0,0.0,0,0,0,0,0,nan,nan,nan,nan,nan
41109,0.0,0.0,0,0,0,0,0,nan,nan,nan,nan,nan
41110,0.0,0.0,0,0,0,0,0,nan,nan,nan,nan,nan
41111,0.0,0.0,0,0,0,0,0,nan,nan,nan,nan,nan
41112,0.0,0.0,0,0,0,0,0,nan,nan,nan,nan,nan
41113,0.0,0.0,0,0,0,0,0,nan,nan,nan,nan,nan
41114,0.0,0.0,0,0,0,0,0,nan,nan,nan,nan,nan
41115,0.0,0.0,0,0,0,0,0,nan,nan,nan,nan,nan
41116,0.0,0.0,0,0,0,0,0,nan,nan,nan,nan,nan
41117,0.0,0.0,0,0,0,0,0,nan,nan,nan,nan,nan
41118,0.0,0.0,0,0,0,0,0,nan,nan,nan,nan,nan
41119,0.0,0.0,0,0,0,0,0,nan,nan,nan,nan,nan
41120,0.0,0.0,0,0,0,0,0,nan,nan,nan,nan,nan
41121,0.0,0.0,0,0,0,0,0,nan,nan,nan,nan,nan
41122,0.0,0.0,0,0,0,0,0,nan,nan,0,0,0
41123,0.0,0.0,0,0,0,0,0,nan,nan,nan,nan,nan
41124,0.0,0.0,0,0,0,0,0,nan,nan,nan,nan,nan
41125,0.0,0.0,0,0,0,0,0,nan,nan,nan,nan,nan
41126,0.0,0.0,0,0,0,0,0,nan,nan,nan,nan,nan
41127,0.0,0.0,0,0,0,0,0,nan,nan,nan,nan,nan
41128,0.0,0.0,0,0,0,0,0,nan,nan,nan,nan,nan
41129,0.0,0.0,0,0,0,0,0,nan,nan,nan,nan,nan
41130,0.0,0.0,0,0,0,0,0,nan,nan,nan,nan,nan
41131,0.0,0.0,0,0,0,0,0,nan,nan,nan,nan,nan
41132,0.0,0.0,0,0,0,0,0,nan,nan,nan,nan,nan
41133,0.0,0.0,0,0,0,0,0,nan,nan,nan,nan,nan
41134,0.0,0.0,0,0,0,0,0,nan,nan,nan,nan,nan
41135,0.0,0.0,0,0,0,0,0,nan,nan,0,0,0
41136,0.0,0.0,0,0,0,0,0,nan,nan,nan,nan,nan
41137,0.0,0.0,0,0,0,0,0,nan,nan,nan,nan,nan
41138,0.0,0.0,0,0,0,0,0,nan,nan,nan,nan,nan
41139,0.0,0.0,0,0,0,0,0,nan,nan,nan,nan,nan
41140,0.0,0.0,0,0,0,0,0,nan,nan,nan,nan,nan
41141,0.0,0.0,0,0,0,0,0,nan,nan,nan,nan,nan
41142,0.0,0.0,0,0,0,0,0,nan,nan,nan,nan,nan
41143,0.0,0.0,0,0,0,0,0,nan,nan,nan,nan,nan
41144,0.0,0.0,0,0,0,0,0,nan,nan,nan,nan,nan
41145,0.0,0.0,0,0,0,0,0,nan,nan,nan,nan,nan
41146,0.0,0.0,0,0,0,0,0,nan,nan,nan,nan,nan
41147,0.0,0.0,0,0,0,0,0,nan,nan,nan,nan,nan
41148,0.0,0.0,0,0,0,0,0,nan,nan,nan,nan,nan
41149,0.0,0.0,0,0,0,0,0,nan,nan,nan,nan,nan
41150,0.0,0.0,0,0,0,0,0,nan,nan,nan,nan,nan
41151,0.0,0.0,0,0,0,0,0,nan,nan,nan,nan,nan
41152,0.0,0.0,0,0,0,0,0,nan,nan,nan,nan,nan
41153,0.0,0.0,0,0,0,0,0,nan,nan,0,0,0
41154,0.0,0.0,0,0,0,0,0,nan,nan,nan,nan,nan
41155,0.0,0.0,0,0,0,0,0,nan,nan,nan,nan,nan
41156,0.0,0.0,0,0,0,0,0,nan,nan,nan,nan,nan
41157,0.0,0.0,0,0,0,0,0,nan,nan,nan,nan,nan
41158,0.0,0.0,0,0,0,0,0,nan,nan,nan,nan,nan
41159,0.0,0.0,0,0,0,0,0,nan,nan,nan,nan,nan
41160,0.0,0.0,0,0,0,0,0,nan,nan,nan,nan,nan
41161,0.0,0.0,0,0,0,0,0,nan,nan,nan,nan,nan
41162,0.0,0.0,0,0,0,0,0,nan,nan,nan,nan,nan
41163,0.0,0.0,0,0,0,0,0,nan,nan,nan,nan,nan
41164,0.0,0.0,0,0,0,0,0,nan,nan,nan,nan,nan
41165,0.0,0.0,0,0,0,0,0,nan,nan,nan,nan,nan
41166,0.0,0.0,0,0,0,0,0,nan,nan,nan,nan,nan
41167,0.0,0.0,0,0,0,0,0,nan,nan,nan,nan,nan
41168,0.0,0.0,0,0,0,0,0,nan,nan,nan,nan,nan
41169,0.0,0.0,0,0,0,0,0,nan,nan,nan,nan,nan
41170,0.0,0.0,0,0,0,0,0,nan,nan,0,0,0
41171,0.0,0.0,0,0,0,0,0,nan,nan,nan,nan,nan
41172,0.0,0.0,0,0,0,0,0,nan,nan,nan,nan,nan
41173,0.0,0.0,0,0,0,0,0,nan,nan,nan,nan,nan
41174,0.0,0.0,0,0,0,0,0,nan,nan,nan,nan,nan
41175,0.0,0.0,0,0,0,0,0,nan,nan,nan,nan,nan
41176,0.0,0.0,0,0,0,0,0,nan,nan,nan,nan,nan
41177,0.0,0.0,0,0,0,0,0,nan,nan,nan,nan,nan
41178,0.0,0.0,0,0,0,0,0,nan,nan,nan,nan,nan
41179,0.0,0.0,0,0,0,0,0,nan,nan,nan,nan,nan
41180,0.0,0.0,0,0,0,0,0,nan,nan,nan,nan,nan
41181,0.0,0.0,0,0,0,0,0,nan,nan,nan,nan,nan
41182,0.0,0.0,0,0,0,0,0,nan,nan,nan,nan,nan
41183,0.0,0.0,0,0,0,0,0,nan,nan,nan,nan,nan
41184,0.0,0.0,0,0,0,0,0,nan,nan,nan,nan,nan
41185,0.0,0.0,0,0,0,0,0,nan,nan,0,0,0
41186,0.0,0.0,0,0,0,0,0,nan,nan,nan,nan,nan
41187,0.0,0.0,0,0,0,0,0,nan,nan,nan,nan,nan
41188,0.0,0.0,0,0,0,0,0,nan,nan,nan,nan,nan
41189,0.0,0.0,0,0,0,0,0,nan,nan,nan,nan,nan
41190,0.0,0.0,0,0,0,0,0,nan,nan,nan,nan,nan
41191,0.0,0.0,0,0,0,0,0,nan,nan,nan,nan,nan
41192,0.0,0.0,0,0,0,0,0,nan,nan,nan,nan,nan
41193,0.0,0.0,0,0,0,0,0,nan,nan,nan,nan,nan
41194,0.0,0.0,0,0,0,0,0,nan,nan,nan,nan,nan
41195,0.0,0.0,0,0,0,0,0,nan,nan,nan,nan,nan
41196,0.0,0.0,0,0,0,0,0,nan,nan,nan,nan,nan
41197,0.0,0.0,0,0,0,0,0,nan,nan,nan,nan,nan
41198,0.0,0.0,0,0,0,0,0,nan,nan,nan,nan,nan
41199,0.0,0.0,0,0,0,0,0,nan,nan,nan,nan,nan
41200,0.0,0.0,0,0,0,0,0,nan,nan,nan,nan,nan
41201,0.0,0.0,0,0,0,0,0,nan,nan,nan,nan,nan
41202,0.0,0.0,0,0,0,0,0,nan,nan,nan,nan,nan
41203,0.0,0.0,0,0,0,0,0,nan,nan,0,0,0
41204,0.0,0.0,0,0,0,0,0,nan,nan,nan,nan,nan
41205,0.0,0.0,0,0,0,0,0,nan,nan,nan,nan,nan
41206,0.0,0.0,0,0,0,0,0,nan,nan,nan,nan,nan
41207,0.0,0.0,0,0,0,0,0,nan,nan,nan,nan,nan
41208,0.0,0.0,0,0,0,0,0,nan,nan,nan,nan,nan
41209,0.0,0.0,0,0,0,0,0,nan,nan,nan,nan,nan
41210,0.0,0.0,0,0,0,0,0,nan,nan,nan,nan,nan
41211,0.0,0.0,0,0,0,0,0,nan,nan,nan,nan,nan
41212,0.0,0.0,0,0,0,0,0,nan,nan,nan,nan,nan
41213,0.0,0.0,0,0,0,0,0,nan,nan,nan,nan,nan
41214,0.0,0.0,0,0,0,0,0,nan,nan,nan,nan,nan
41215,0.0,0.0,0,0,0,0,0,nan,nan,nan,nan,nan
41216,0.0,0.0,0,0,0,0,0,nan,nan,nan,nan,nan
41217,0.0,0.0,0,0,0,0,0,nan,nan,nan,nan,nan
