Left Belt Velocity Profile:
0.0,0.050000000000000003,0.10000000000000001,0.15000000000000002,0.20000000000000001,0.25,0.30000000000000004,0.35000000000000003,0.40000000000000002,0.45000000000000001,0.5,0.55000000000000004,0.59999999999999998,0.64999999999999991,0.69999999999999996,0.75,0.80000000000000004,0.84999999999999998,0.90000000000000002,0.94999999999999996,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Right Belt Velocity Profile:
0.0,0.050000000000000003,0.10000000000000001,0.15000000000000002,0.20000000000000001,0.25,0.30000000000000004,0.35000000000000003,0.40000000000000002,0.45000000000000001,0.5,0.55000000000000004,0.59999999999999998,0.64999999999999991,0.69999999999999996,0.75,0.80000000000000004,0.84999999999999998,0.90000000000000002,0.94999999999999996,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Incline Angle
0
FrameNumber,Rfz,Lfz,RHS,LHS,RTO,LTO,Pause,RBSsent,LBSsent,RBSread,LBSread,incang_read
82635,0.0,0.0,0,0,0,0,0,0,0,0,0,0
82636,0.0,0.0,0,0,0,0,0,nan,nan,0,0,0
82637,0.0,0.0,0,0,0,0,0,nan,nan,0,0,0
82638,0.0,0.0,0,0,0,0,0,nan,nan,0,0,0
82639,0.0,0.0,0,0,0,0,0,nan,nan,0,0,0
82640,0.0,0.0,0,0,0,0,0,nan,nan,0,0,0
82641,0.0,0.0,0,0,0,0,0,nan,nan,0,0,0
82642,0.0,0.0,0,0,0,0,0,nan,nan,0,0,0
82643,0.0,0.0,0,0,0,0,0,nan,nan,0,0,0
82644,0.0,0.0,0,0,0,0,0,nan,nan,0,0,0
82645,0.0,0.0,0,0,0,0,0,nan,nan,0,0,0
82646,0.0,0.0,0,0,0,0,0,nan,nan,0,0,0
82647,0.0,0.0,0,0,0,0,0,nan,nan,0,0,0
82648,0.0,0.0,0,0,0,0,0,nan,nan,0,0,0
82649,0.0,0.0,0,0,0,0,0,nan,nan,0,0,0
82650,0.0,0.0,0,0,0,0,0,nan,nan,0,0,0
82651,0.0,0.0,0,0,0,0,0,nan,nan,0,0,0
82652,0.0,0.0,0,0,0,0,0,nan,nan,0,0,0
82653,0.0,0.0,0,0,0,0,0,nan,nan,0,0,0
82654,0.0,0.0,0,0,0,0,0,nan,nan,nan,nan,nan
82655,0.0,0.0,0,0,0,0,0,nan,nan,nan,nan,nan
