Left Belt Velocity Profile:
0.0,0.050000000000000003,0.10000000000000001,0.15000000000000002,0.20000000000000001,0.25,0.30000000000000004,0.35000000000000003,0.40000000000000002,0.45000000000000001,0.5,0.55000000000000004,0.59999999999999998,0.64999999999999991,0.69999999999999996,0.75,0.80000000000000004,0.84999999999999998,0.90000000000000002,0.94999999999999996,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Right Belt Velocity Profile:
0.0,0.050000000000000003,0.10000000000000001,0.15000000000000002,0.20000000000000001,0.25,0.30000000000000004,0.35000000000000003,0.40000000000000002,0.45000000000000001,0.5,0.55000000000000004,0.59999999999999998,0.64999999999999991,0.69999999999999996,0.75,0.80000000000000004,0.84999999999999998,0.90000000000000002,0.94999999999999996,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Incline Angle
0
FrameNumber,Rfz,Lfz,RHS,LHS,RTO,LTO,Pause,RBSsent,LBSsent,RBSread,LBSread,incang_read
12626,0.0,0.0,0,0,0,0,0,0,0,0,0,0
12627,0.0,0.0,0,0,0,0,0,nan,nan,0,0,0
12628,0.0,0.0,0,0,0,0,0,nan,nan,0,0,0
12629,0.0,0.0,0,0,0,0,0,nan,nan,0,0,0
12630,0.0,0.0,0,0,0,0,0,nan,nan,0,0,0
12631,0.0,0.0,0,0,0,0,0,nan,nan,0,0,0
12632,0.0,0.0,0,0,0,0,0,nan,nan,0,0,0
12633,0.0,0.0,0,0,0,0,0,nan,nan,0,0,0
12634,0.0,0.0,0,0,0,0,0,nan,nan,0,0,0
12635,0.0,0.0,0,0,0,0,0,nan,nan,0,0,0
12636,0.0,0.0,0,0,0,0,0,nan,nan,0,0,0
12637,0.0,0.0,0,0,0,0,0,nan,nan,0,0,0
12638,0.0,0.0,0,0,0,0,0,nan,nan,0,0,0
12639,0.0,0.0,0,0,0,0,0,nan,nan,0,0,0
12640,0.0,0.0,0,0,0,0,0,nan,nan,0,0,0
12641,0.0,0.0,0,0,0,0,0,nan,nan,0,0,0
12642,0.0,0.0,0,0,0,0,0,nan,nan,0,0,0
12643,0.0,0.0,0,0,0,0,0,nan,nan,0,0,0
12644,0.0,0.0,0,0,0,0,0,nan,nan,nan,nan,nan
