Left Belt Velocity Profile:
0.0,0.050000000000000003,0.10000000000000001,0.15000000000000002,0.20000000000000001,0.25,0.30000000000000004,0.35000000000000003,0.40000000000000002,0.45000000000000001,0.5,0.55000000000000004,0.59999999999999998,0.64999999999999991,0.69999999999999996,0.75,0.80000000000000004,0.84999999999999998,0.90000000000000002,0.94999999999999996,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Right Belt Velocity Profile:
0.0,0.050000000000000003,0.10000000000000001,0.15000000000000002,0.20000000000000001,0.25,0.30000000000000004,0.35000000000000003,0.40000000000000002,0.45000000000000001,0.5,0.55000000000000004,0.59999999999999998,0.64999999999999991,0.69999999999999996,0.75,0.80000000000000004,0.84999999999999998,0.90000000000000002,0.94999999999999996,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Incline Angle
0
FrameNumber,Rfz,Lfz,RHS,LHS,RTO,LTO,Pause,RBSsent,LBSsent,RBSread,LBSread,incang_read
273037,0.0,0.0,0,0,0,0,0,0,0,0,0,0
273038,0.0,0.0,0,0,0,0,0,nan,nan,0,0,0
273039,0.0,0.0,0,0,0,0,0,nan,nan,0,0,0
273040,0.0,0.0,0,0,0,0,0,nan,nan,0,0,0
273041,0.0,0.0,0,0,0,0,0,nan,nan,0,0,0
273042,0.0,0.0,0,0,0,0,0,nan,nan,0,0,0
273043,0.0,0.0,0,0,0,0,0,nan,nan,0,0,0
273044,0.0,0.0,0,0,0,0,0,nan,nan,0,0,0
273045,0.0,0.0,0,0,0,0,0,nan,nan,0,0,0
273046,0.0,0.0,0,0,0,0,0,nan,nan,0,0,0
273047,0.0,0.0,0,0,0,0,0,nan,nan,0,0,0
273048,0.0,0.0,0,0,0,0,0,nan,nan,0,0,0
273049,0.0,0.0,0,0,0,0,0,nan,nan,0,0,0
273050,0.0,0.0,0,0,0,0,0,nan,nan,0,0,0
273051,0.0,0.0,0,0,0,0,0,nan,nan,0,0,0
273052,0.0,0.0,0,0,0,0,0,nan,nan,0,0,0
273053,0.0,0.0,0,0,0,0,0,nan,nan,0,0,0
273054,0.0,0.0,0,0,0,0,0,nan,nan,0,0,0
273055,0.0,0.0,0,0,0,0,0,nan,nan,0,0,0
273056,0.0,0.0,0,0,0,0,0,nan,nan,nan,nan,nan
273057,0.0,0.0,0,0,0,0,0,nan,nan,nan,nan,nan
273058,0.0,0.0,0,0,0,0,0,nan,nan,nan,nan,nan
273059,0.0,0.0,0,0,0,0,0,nan,nan,nan,nan,nan
273060,0.0,0.0,0,0,0,0,0,nan,nan,nan,nan,nan
273061,0.0,0.0,0,0,0,0,0,nan,nan,nan,nan,nan
273062,0.0,0.0,0,0,0,0,0,nan,nan,nan,nan,nan
273063,0.0,0.0,0,0,0,0,0,nan,nan,nan,nan,nan
273064,0.0,0.0,0,0,0,0,0,nan,nan,nan,nan,nan
273065,0.0,0.0,0,0,0,0,0,nan,nan,nan,nan,nan
273066,0.0,0.0,0,0,0,0,0,nan,nan,nan,nan,nan
273067,0.0,0.0,0,0,0,0,0,nan,nan,nan,nan,nan
273068,0.0,0.0,0,0,0,0,0,nan,nan,nan,nan,nan
273069,0.0,0.0,0,0,0,0,0,nan,nan,nan,nan,nan
273070,0.0,0.0,0,0,0,0,0,nan,nan,nan,nan,nan
273071,0.0,0.0,0,0,0,0,0,nan,nan,nan,nan,nan
273072,0.0,0.0,0,0,0,0,0,nan,nan,nan,nan,nan
273073,0.0,0.0,0,0,0,0,0,nan,nan,nan,nan,nan
273074,0.0,0.0,0,0,0,0,0,nan,nan,nan,nan,nan
273075,0.0,0.0,0,0,0,0,0,nan,nan,nan,nan,nan
273076,0.0,0.0,0,0,0,0,0,nan,nan,nan,nan,nan
273077,0.0,0.0,0,0,0,0,0,nan,nan,nan,nan,nan
273078,0.0,0.0,0,0,0,0,0,nan,nan,nan,nan,nan
273079,0.0,0.0,0,0,0,0,0,nan,nan,nan,nan,nan
273080,0.0,0.0,0,0,0,0,0,nan,nan,nan,nan,nan
273081,0.0,0.0,0,0,0,0,0,nan,nan,nan,nan,nan
273082,0.0,0.0,0,0,0,0,0,nan,nan,nan,nan,nan
273083,0.0,0.0,0,0,0,0,0,nan,nan,nan,nan,nan
273084,0.0,0.0,0,0,0,0,0,nan,nan,nan,nan,nan
273085,0.0,0.0,0,0,0,0,0,nan,nan,nan,nan,nan
273086,0.0,0.0,0,0,0,0,0,nan,nan,nan,nan,nan
273087,0.0,0.0,0,0,0,0,0,nan,nan,nan,nan,nan
273088,0.0,0.0,0,0,0,0,0,nan,nan,nan,nan,nan
