Left Belt Velocity Profile:
0.0,0.050000000000000003,0.10000000000000001,0.15000000000000002,0.20000000000000001,0.25,0.30000000000000004,0.35000000000000003,0.40000000000000002,0.45000000000000001,0.5,0.55000000000000004,0.59999999999999998,0.64999999999999991,0.69999999999999996,0.75,0.80000000000000004,0.84999999999999998,0.90000000000000002,0.94999999999999996,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Right Belt Velocity Profile:
0.0,0.050000000000000003,0.10000000000000001,0.15000000000000002,0.20000000000000001,0.25,0.30000000000000004,0.35000000000000003,0.40000000000000002,0.45000000000000001,0.5,0.55000000000000004,0.59999999999999998,0.64999999999999991,0.69999999999999996,0.75,0.80000000000000004,0.84999999999999998,0.90000000000000002,0.94999999999999996,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Incline Angle
0
FrameNumber,Rfz,Lfz,RHS,LHS,RTO,LTO,Pause,RBSsent,LBSsent,RBSread,LBSread,incang_read
13584,0.0,0.0,0,0,0,0,0,0,0,0,0,0
13585,0.0,0.0,0,0,0,0,0,nan,nan,0,0,0
13586,0.0,0.0,0,0,0,0,0,nan,nan,0,0,0
13587,0.0,0.0,0,0,0,0,0,nan,nan,0,0,0
13588,0.0,0.0,0,0,0,0,0,nan,nan,0,0,0
13589,0.0,0.0,0,0,0,0,0,nan,nan,0,0,0
13590,0.0,0.0,0,0,0,0,0,nan,nan,0,0,0
13591,0.0,0.0,0,0,0,0,0,nan,nan,0,0,0
13592,0.0,0.0,0,0,0,0,0,nan,nan,0,0,0
13593,0.0,0.0,0,0,0,0,0,nan,nan,0,0,0
13594,0.0,0.0,0,0,0,0,0,nan,nan,0,0,0
13595,0.0,0.0,0,0,0,0,0,nan,nan,0,0,0
13596,0.0,0.0,0,0,0,0,0,nan,nan,0,0,0
13597,0.0,0.0,0,0,0,0,0,nan,nan,0,0,0
13598,0.0,0.0,0,0,0,0,0,nan,nan,0,0,0
13599,0.0,0.0,0,0,0,0,0,nan,nan,0,0,0
13600,0.0,0.0,0,0,0,0,0,nan,nan,0,0,0
13601,0.0,0.0,0,0,0,0,0,nan,nan,0,0,0
13602,0.0,0.0,0,0,0,0,0,nan,nan,nan,nan,nan
13603,0.0,0.0,0,0,0,0,0,nan,nan,nan,nan,nan
13604,0.0,0.0,0,0,0,0,0,nan,nan,nan,nan,nan
13605,0.0,0.0,0,0,0,0,0,nan,nan,nan,nan,nan
13606,0.0,0.0,0,0,0,0,0,nan,nan,nan,nan,nan
13607,0.0,0.0,0,0,0,0,0,nan,nan,nan,nan,nan
13608,0.0,0.0,0,0,0,0,0,nan,nan,nan,nan,nan
13609,0.0,0.0,0,0,0,0,0,nan,nan,nan,nan,nan
13610,0.0,0.0,0,0,0,0,0,nan,nan,nan,nan,nan
13611,0.0,0.0,0,0,0,0,0,nan,nan,nan,nan,nan
13612,0.0,0.0,0,0,0,0,0,nan,nan,nan,nan,nan
13613,0.0,0.0,0,0,0,0,0,nan,nan,nan,nan,nan
13614,0.0,0.0,0,0,0,0,0,nan,nan,nan,nan,nan
13615,0.0,0.0,0,0,0,0,0,nan,nan,nan,nan,nan
13616,0.0,0.0,0,0,0,0,0,nan,nan,nan,nan,nan
13617,0.0,0.0,0,0,0,0,0,nan,nan,nan,nan,nan
13618,0.0,0.0,0,0,0,0,0,nan,nan,nan,nan,nan
13619,0.0,0.0,0,0,0,0,0,nan,nan,nan,nan,nan
13620,0.0,0.0,0,0,0,0,0,nan,nan,nan,nan,nan
13621,0.0,0.0,0,0,0,0,0,nan,nan,nan,nan,nan
13622,0.0,0.0,0,0,0,0,0,nan,nan,nan,nan,nan
13623,0.0,0.0,0,0,0,0,0,nan,nan,nan,nan,nan
13624,0.0,0.0,0,0,0,0,0,nan,nan,nan,nan,nan
13625,0.0,0.0,0,0,0,0,0,nan,nan,nan,nan,nan
13626,0.0,0.0,0,0,0,0,0,nan,nan,nan,nan,nan
13627,0.0,0.0,0,0,0,0,0,nan,nan,nan,nan,nan
13628,0.0,0.0,0,0,0,0,0,nan,nan,nan,nan,nan
13629,0.0,0.0,0,0,0,0,0,nan,nan,nan,nan,nan
13630,0.0,0.0,0,0,0,0,0,nan,nan,nan,nan,nan
13631,0.0,0.0,0,0,0,0,0,nan,nan,nan,nan,nan
13632,0.0,0.0,0,0,0,0,0,nan,nan,nan,nan,nan
13633,0.0,0.0,0,0,0,0,0,nan,nan,nan,nan,nan
13634,0.0,0.0,0,0,0,0,0,nan,nan,nan,nan,nan
13635,0.0,0.0,0,0,0,0,0,nan,nan,nan,nan,nan
13636,0.0,0.0,0,0,0,0,0,nan,nan,nan,nan,nan
13637,0.0,0.0,0,0,0,0,0,nan,nan,nan,nan,nan
13638,0.0,0.0,0,0,0,0,0,nan,nan,nan,nan,nan
13639,0.0,0.0,0,0,0,0,0,nan,nan,nan,nan,nan
13640,0.0,0.0,0,0,0,0,0,nan,nan,nan,nan,nan
13641,0.0,0.0,0,0,0,0,0,nan,nan,nan,nan,nan
13642,0.0,0.0,0,0,0,0,0,nan,nan,nan,nan,nan
13643,0.0,0.0,0,0,0,0,0,nan,nan,nan,nan,nan
13644,0.0,0.0,0,0,0,0,0,nan,nan,nan,nan,nan
13645,0.0,0.0,0,0,0,0,0,nan,nan,nan,nan,nan
13646,0.0,0.0,0,0,0,0,0,nan,nan,nan,nan,nan
13647,0.0,0.0,0,0,0,0,0,nan,nan,nan,nan,nan
13648,0.0,0.0,0,0,0,0,0,nan,nan,0,0,0
13649,0.0,0.0,0,0,0,0,0,nan,nan,nan,nan,nan
13650,0.0,0.0,0,0,0,0,0,nan,nan,nan,nan,nan
13651,0.0,0.0,0,0,0,0,0,nan,nan,nan,nan,nan
13652,0.0,0.0,0,0,0,0,0,nan,nan,nan,nan,nan
13653,0.0,0.0,0,0,0,0,0,nan,nan,nan,nan,nan
13654,0.0,0.0,0,0,0,0,0,nan,nan,nan,nan,nan
13655,0.0,0.0,0,0,0,0,0,nan,nan,nan,nan,nan
13656,0.0,0.0,0,0,0,0,0,nan,nan,nan,nan,nan
13657,0.0,0.0,0,0,0,0,0,nan,nan,nan,nan,nan
13658,0.0,0.0,0,0,0,0,0,nan,nan,nan,nan,nan
13659,0.0,0.0,0,0,0,0,0,nan,nan,nan,nan,nan
13660,0.0,0.0,0,0,0,0,0,nan,nan,nan,nan,nan
13661,0.0,0.0,0,0,0,0,0,nan,nan,nan,nan,nan
13662,0.0,0.0,0,0,0,0,0,nan,nan,nan,nan,nan
13663,0.0,0.0,0,0,0,0,0,nan,nan,nan,nan,nan
13664,0.0,0.0,0,0,0,0,0,nan,nan,nan,nan,nan
13665,0.0,0.0,0,0,0,0,0,nan,nan,nan,nan,nan
13666,0.0,0.0,0,0,0,0,0,nan,nan,0,0,0
13667,0.0,0.0,0,0,0,0,0,nan,nan,nan,nan,nan
13668,0.0,0.0,0,0,0,0,0,nan,nan,nan,nan,nan
13669,0.0,0.0,0,0,0,0,0,nan,nan,nan,nan,nan
13670,0.0,0.0,0,0,0,0,0,nan,nan,nan,nan,nan
13671,0.0,0.0,0,0,0,0,0,nan,nan,nan,nan,nan
13672,0.0,0.0,0,0,0,0,0,nan,nan,nan,nan,nan
13673,0.0,0.0,0,0,0,0,0,nan,nan,nan,nan,nan
13674,0.0,0.0,0,0,0,0,0,nan,nan,nan,nan,nan
13675,0.0,0.0,0,0,0,0,0,nan,nan,nan,nan,nan
13676,0.0,0.0,0,0,0,0,0,nan,nan,nan,nan,nan
13677,0.0,0.0,0,0,0,0,0,nan,nan,nan,nan,nan
13678,0.0,0.0,0,0,0,0,0,nan,nan,nan,nan,nan
13679,0.0,0.0,0,0,0,0,0,nan,nan,nan,nan,nan
13680,0.0,0.0,0,0,0,0,0,nan,nan,0,0,0
13681,0.0,0.0,0,0,0,0,0,nan,nan,nan,nan,nan
13682,0.0,0.0,0,0,0,0,0,nan,nan,nan,nan,nan
13683,0.0,0.0,0,0,0,0,0,nan,nan,nan,nan,nan
13684,0.0,0.0,0,0,0,0,0,nan,nan,nan,nan,nan
13685,0.0,0.0,0,0,0,0,0,nan,nan,nan,nan,nan
13686,0.0,0.0,0,0,0,0,0,nan,nan,nan,nan,nan
13687,0.0,0.0,0,0,0,0,0,nan,nan,nan,nan,nan
13688,0.0,0.0,0,0,0,0,0,nan,nan,nan,nan,nan
13689,0.0,0.0,0,0,0,0,0,nan,nan,nan,nan,nan
13690,0.0,0.0,0,0,0,0,0,nan,nan,nan,nan,nan
13691,0.0,0.0,0,0,0,0,0,nan,nan,nan,nan,nan
13692,0.0,0.0,0,0,0,0,0,nan,nan,nan,nan,nan
13693,0.0,0.0,0,0,0,0,0,nan,nan,nan,nan,nan
13694,0.0,0.0,0,0,0,0,0,nan,nan,nan,nan,nan
13695,0.0,0.0,0,0,0,0,0,nan,nan,nan,nan,nan
13696,0.0,0.0,0,0,0,0,0,nan,nan,nan,nan,nan
13697,0.0,0.0,0,0,0,0,0,nan,nan,0,0,0
13698,0.0,0.0,0,0,0,0,0,nan,nan,nan,nan,nan
13699,0.0,0.0,0,0,0,0,0,nan,nan,nan,nan,nan
13700,0.0,0.0,0,0,0,0,0,nan,nan,nan,nan,nan
13701,0.0,0.0,0,0,0,0,0,nan,nan,nan,nan,nan
13702,0.0,0.0,0,0,0,0,0,nan,nan,nan,nan,nan
13703,0.0,0.0,0,0,0,0,0,nan,nan,nan,nan,nan
13704,0.0,0.0,0,0,0,0,0,nan,nan,nan,nan,nan
13705,0.0,0.0,0,0,0,0,0,nan,nan,nan,nan,nan
13706,0.0,0.0,0,0,0,0,0,nan,nan,nan,nan,nan
13707,0.0,0.0,0,0,0,0,0,nan,nan,nan,nan,nan
13708,0.0,0.0,0,0,0,0,0,nan,nan,nan,nan,nan
13709,0.0,0.0,0,0,0,0,0,nan,nan,nan,nan,nan
13710,0.0,0.0,0,0,0,0,0,nan,nan,nan,nan,nan
13711,0.0,0.0,0,0,0,0,0,nan,nan,nan,nan,nan
13712,0.0,0.0,0,0,0,0,0,nan,nan,nan,nan,nan
13713,0.0,0.0,0,0,0,0,0,nan,nan,nan,nan,nan
13714,0.0,0.0,0,0,0,0,0,nan,nan,nan,nan,nan
13715,0.0,0.0,0,0,0,0,0,nan,nan,nan,nan,nan
13716,0.0,0.0,0,0,0,0,0,nan,nan,nan,nan,nan
13717,0.0,0.0,0,0,0,0,0,nan,nan,nan,nan,nan
13718,0.0,0.0,0,0,0,0,0,nan,nan,nan,nan,nan
13719,0.0,0.0,0,0,0,0,0,nan,nan,nan,nan,nan
13720,0.0,0.0,0,0,0,0,0,nan,nan,nan,nan,nan
13721,0.0,0.0,0,0,0,0,0,nan,nan,nan,nan,nan
